"number";"r IL_meas";"i IL_meas"
1181;0.531479;0
1182;0.443346;0
1183;0.448236;0
1184;0.568652;0
1185;0.46691;0
1186;0.537455;0
1187;0.505711;0
1188;0.442273;0
1189;0.54924;0
1190;0.59811;0
1191;0.514479;0
1192;0.689934;0
1193;0.452343;0
1194;0.595782;0
1195;0.523557;0
1196;0.512652;0
1197;0.568747;0
1198;0.608735;0
1199;0.722643;0
1200;0.542466;0
1201;0.628994;0
1202;0.520735;0
1203;0.54649;0
1204;0.579388;0
1205;0.581502;0
1206;0.58327;0
1207;0.635994;0
1208;0.600011;0
1209;0.515087;0
1210;0.589492;0
1211;0.556479;0
1212;0.636923;0
1213;0.550606;0
1214;0.51608;0
1215;0.568219;0
1216;0.57734;0
1217;0.591596;0
1218;0.625531;0
1219;0.493354;0
1220;0.484282;0
1221;0.46956;0
1222;0.638411;0
1223;0.534459;0
1224;0.518371;0
1225;0.454417;0
1226;0.57153;0
1227;0.586727;0
1228;0.591206;0
1229;0.508111;0
1230;0.519863;0
1231;0.55499;0
1232;0.538737;0
1233;0.618211;0
1234;0.547556;0
1235;0.608041;0
1236;0.622762;0
1237;0.661054;0
1238;0.555206;0
1239;0.594464;0
1240;0.491568;0
1241;0.62082;0
1242;0.511684;0
1243;0.503737;0
1244;0.534161;0
1245;0.492962;0
1246;0.528538;0
1247;0.756208;0
1248;0.589195;0
1249;0.559139;0
1250;0.475922;0
1251;0.488765;0
1252;0.510186;0
1253;0.4329;0
1254;0.606907;0
1255;0.724681;0
1256;0.572462;0
1257;0.504117;0
1258;0.532199;0
1259;0.503367;0
1260;0.479824;0
1261;0.509272;0
1262;0.518099;0
1263;0.53614;0
1264;0.610578;0
1265;0.564057;0
1266;0.580829;0
1267;0.518637;0
1268;0.615996;0
1269;0.51916;0
1270;0.487828;0
1271;0.616933;0
1272;0.674487;0
1273;0.516488;0
1274;0.649142;0
1275;0.616099;0
1276;0.677787;0
1277;0.520838;0
1278;0.506405;0
1279;0.671588;0
1280;0.524647;0
1281;0.536291;0
1282;0.489339;0
1283;0.536515;0
1284;0.526047;0
1285;0.507871;0
1286;0.631244;0
1287;0.542263;0
1288;0.858699;0
1289;0.530151;0
1290;0.752954;0
1291;0.59515;0
1292;0.696177;0
1293;0.46403;0
1294;0.602152;0
1295;0.635046;0
1296;0.625287;0
1297;0.653595;0
1298;0.627073;0
1299;0.550815;0
1300;0.491116;0
1301;0.652781;0
1302;0.486064;0
1303;0.623142;0
1304;0.622314;0
1305;0.524923;0
1306;0.646382;0
1307;0.568624;0
1308;0.7344;0
1309;0.731697;0
1310;0.593964;0
1311;0.699826;0
1312;0.63892;0
1313;0.489386;0
1314;0.609;0
1315;0.50307;0
1316;0.565191;0
1317;0.652787;0
1318;0.731042;0
1319;0.595737;0
1320;0.626509;0
1321;0.629424;0
1322;0.633299;0
1323;0.667192;0
1324;0.70143;0
